Categoria do Produto,Filial,Nome do Produto,Preço do Produto (R$),Quantidade em Estoque,Data da Venda
Eletrônicos,Filial 4,Base líquida,97.93,24,INDISPONIVEL
Eletrônicos,Filial 6,Máscara de cílios,43.54,90,INDISPONIVEL
Roupas,Filial 10,Blush em pó,46.93,11,INDISPONIVEL
Eletrônicos,Filial 5,Sombra de olhos,50.43,27,INDISPONIVEL
Eletrônicos,Filial 8,Máscara de cílios,17.43,19,INDISPONIVEL
Alimentos,Filial 1,Corretivo,87.22,48,INDISPONIVEL
Alimentos,Filial 5,Máscara de cílios,61.59,27,INDISPONIVEL
Alimentos,Filial 7,Batom matte,34.47,66,INDISPONIVEL
Eletrodomésticos,Filial 5,Lápis de sobrancelha,99.23,27,INDISPONIVEL
Roupas,Filial 2,Blush em pó,77.15,9,INDISPONIVEL
Eletrodomésticos,Filial 8,Lápis de sobrancelha,87.7,13,INDISPONIVEL
Roupas,Filial 5,Batom matte,15.19,74,INDISPONIVEL
Eletrodomésticos,Filial 9,Delineador líquido,45.75,4,INDISPONIVEL
Roupas,Filial 3,Sombra de olhos,80.72,67,INDISPONIVEL
Roupas,Filial 10,Corretivo,79.29,47,INDISPONIVEL
Eletrodomésticos,Filial 8,Lápis de sobrancelha,1.98,39,INDISPONIVEL
Alimentos,Filial 10,Lápis de sobrancelha,52.41,26,INDISPONIVEL
Roupas,Filial 8,Sombra de olhos,26.55,21,INDISPONIVEL
Roupas,Filial 7,Blush em pó,38.85,54,INDISPONIVEL
Alimentos,Filial 8,Lápis de sobrancelha,68.89,38,INDISPONIVEL
Eletrônicos,Filial 3,Delineador líquido,74.26,38,INDISPONIVEL
Eletrônicos,Filial 2,Delineador líquido,73.46,29,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,62.43,62,INDISPONIVEL
Eletrônicos,Filial 10,Base líquida,6.54,44,INDISPONIVEL
Alimentos,Filial 10,Pó compacto,21.71,68,INDISPONIVEL
Roupas,Filial 7,Lápis de sobrancelha,24.66,51,INDISPONIVEL
Alimentos,Filial 8,Batom líquido,80.63,27,INDISPONIVEL
Roupas,Filial 3,Base líquida,3.21,12,INDISPONIVEL
Roupas,Filial 1,Base líquida,74.98,17,INDISPONIVEL
Eletrodomésticos,Filial 2,Delineador líquido,45.42,47,INDISPONIVEL
Alimentos,Filial 2,Sombra de olhos,91.06,10,INDISPONIVEL
Alimentos,Filial 6,Sombra de olhos,80.21,24,INDISPONIVEL
Eletrônicos,Filial 5,Batom matte,62.63,35,INDISPONIVEL
Eletrodomésticos,Filial 1,Blush em pó,93.65,11,INDISPONIVEL
Eletrodomésticos,Filial 6,Máscara de cílios,53.03,16,INDISPONIVEL
Roupas,Filial 9,Pó compacto,62.4,17,INDISPONIVEL
Roupas,Filial 10,Máscara de cílios,19.14,31,INDISPONIVEL
Eletrodomésticos,Filial 5,Sombra de olhos,5.93,14,INDISPONIVEL
Eletrodomésticos,Filial 6,Pó compacto,61.77,71,INDISPONIVEL
Eletrônicos,Filial 5,Batom líquido,22.64,39,INDISPONIVEL
Alimentos,Filial 5,Pó compacto,9.68,79,INDISPONIVEL
Eletrodomésticos,Filial 9,Corretivo,78.39,38,INDISPONIVEL
Alimentos,Filial 8,Delineador líquido,85.19,74,INDISPONIVEL
Alimentos,Filial 7,Delineador líquido,2.7,19,INDISPONIVEL
Eletrônicos,Filial 7,Batom líquido,11.86,29,INDISPONIVEL
Roupas,Filial 6,Batom matte,99.03,21,INDISPONIVEL
Eletrônicos,Filial 10,Delineador líquido,35.16,21,INDISPONIVEL
Eletrônicos,Filial 9,Batom matte,50.14,15,INDISPONIVEL
Eletrodomésticos,Filial 1,Batom líquido,54.96,86,INDISPONIVEL
Alimentos,Filial 6,Corretivo,42.7,40,INDISPONIVEL
Eletrônicos,Filial 6,Lápis de sobrancelha,25.27,54,INDISPONIVEL
Eletrodomésticos,Filial 9,Sombra de olhos,63.91,18,INDISPONIVEL
Eletrodomésticos,Filial 2,Batom matte,83.44,12,INDISPONIVEL
Eletrodomésticos,Filial 1,Batom matte,45.85,65,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,3.35,54,INDISPONIVEL
Alimentos,Filial 3,Batom líquido,19.24,6,INDISPONIVEL
Eletrodomésticos,Filial 10,Corretivo,9.39,32,INDISPONIVEL
Eletrodomésticos,Filial 2,Delineador líquido,98.71,29,INDISPONIVEL
Eletrodomésticos,Filial 7,Corretivo,62.55,77,INDISPONIVEL
Roupas,Filial 5,Base líquida,75.03,48,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,69.17,26,INDISPONIVEL
Eletrônicos,Filial 6,Pó compacto,12.59,61,INDISPONIVEL
Eletrodomésticos,Filial 6,Lápis de sobrancelha,22.72,27,INDISPONIVEL
Eletrodomésticos,Filial 3,Máscara de cílios,31.62,12,INDISPONIVEL
Eletrodomésticos,Filial 6,Sombra de olhos,91.17,10,INDISPONIVEL
Roupas,Filial 9,Pó compacto,53.38,18,INDISPONIVEL
Eletrodomésticos,Filial 6,Delineador líquido,49.04,28,INDISPONIVEL
Eletrodomésticos,Filial 2,Delineador líquido,88.62,89,INDISPONIVEL
Eletrodomésticos,Filial 3,Máscara de cílios,38.92,19,INDISPONIVEL
Eletrônicos,Filial 10,Pó compacto,98.65,36,INDISPONIVEL
Roupas,Filial 5,Corretivo,84.7,73,INDISPONIVEL
Alimentos,Filial 1,Lápis de sobrancelha,46.4,29,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,45.87,46,INDISPONIVEL
Roupas,Filial 9,Corretivo,4.08,17,INDISPONIVEL
Eletrônicos,Filial 2,Lápis de sobrancelha,26.79,72,INDISPONIVEL
Eletrodomésticos,Filial 10,Pó compacto,76.35,70,INDISPONIVEL
Alimentos,Filial 10,Batom líquido,34.26,70,INDISPONIVEL
Eletrônicos,Filial 7,Lápis de sobrancelha,79.47,46,INDISPONIVEL
Eletrônicos,Filial 8,Pó compacto,52.07,84,INDISPONIVEL
Eletrônicos,Filial 4,Máscara de cílios,58.91,54,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom matte,84.62,1,INDISPONIVEL
Roupas,Filial 10,Corretivo,20.27,58,INDISPONIVEL
Roupas,Filial 7,Corretivo,85.27,4,INDISPONIVEL
Eletrodomésticos,Filial 3,Base líquida,95.26,81,INDISPONIVEL
Eletrônicos,Filial 9,Base líquida,69.2,5,INDISPONIVEL
Eletrodomésticos,Filial 4,Corretivo,76.73,51,INDISPONIVEL
Eletrodomésticos,Filial 2,Base líquida,87.25,42,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,26.8,84,INDISPONIVEL
Alimentos,Filial 6,Sombra de olhos,58.26,96,INDISPONIVEL
Roupas,Filial 5,Batom líquido,64.42,63,INDISPONIVEL
Roupas,Filial 2,Máscara de cílios,41.44,86,INDISPONIVEL
Alimentos,Filial 10,Blush em pó,38.65,90,INDISPONIVEL
Roupas,Filial 3,Lápis de sobrancelha,38.5,31,INDISPONIVEL
Alimentos,Filial 5,Blush em pó,15.81,26,INDISPONIVEL
Alimentos,Filial 5,Lápis de sobrancelha,5.89,63,INDISPONIVEL
Alimentos,Filial 3,Delineador líquido,52.55,5,INDISPONIVEL
Eletrônicos,Filial 8,Batom matte,47.59,64,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,77.84,80,INDISPONIVEL
Eletrodomésticos,Filial 8,Máscara de cílios,78.0,99,INDISPONIVEL
Roupas,Filial 9,Blush em pó,36.24,37,INDISPONIVEL
Roupas,Filial 8,Base líquida,88.6,58,INDISPONIVEL
Eletrônicos,Filial 6,Batom matte,15.56,30,INDISPONIVEL
Roupas,Filial 2,Máscara de cílios,3.49,18,INDISPONIVEL
Eletrônicos,Filial 5,Blush em pó,51.77,24,INDISPONIVEL
Eletrodomésticos,Filial 7,Máscara de cílios,39.65,59,INDISPONIVEL
Alimentos,Filial 5,Máscara de cílios,85.67,29,INDISPONIVEL
Alimentos,Filial 7,Base líquida,7.13,68,INDISPONIVEL
Eletrônicos,Filial 5,Corretivo,11.84,21,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,90.28,94,INDISPONIVEL
Roupas,Filial 2,Batom líquido,73.18,34,INDISPONIVEL
Eletrônicos,Filial 7,Pó compacto,49.9,16,INDISPONIVEL
Eletrônicos,Filial 2,Delineador líquido,58.81,68,INDISPONIVEL
Alimentos,Filial 7,Lápis de sobrancelha,77.33,40,INDISPONIVEL
Roupas,Filial 10,Sombra de olhos,11.47,54,INDISPONIVEL
Eletrodomésticos,Filial 8,Base líquida,95.26,11,INDISPONIVEL
Eletrônicos,Filial 8,Pó compacto,55.23,46,INDISPONIVEL
Eletrodomésticos,Filial 4,Máscara de cílios,96.84,68,INDISPONIVEL
Roupas,Filial 1,Delineador líquido,42.05,77,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,49.43,26,INDISPONIVEL
Alimentos,Filial 1,Base líquida,55.46,30,INDISPONIVEL
Eletrodomésticos,Filial 5,Blush em pó,9.55,41,INDISPONIVEL
Alimentos,Filial 3,Máscara de cílios,92.07,77,INDISPONIVEL
Roupas,Filial 4,Blush em pó,68.6,28,INDISPONIVEL
Eletrônicos,Filial 5,Batom líquido,58.46,59,INDISPONIVEL
Roupas,Filial 7,Delineador líquido,14.14,38,INDISPONIVEL
Eletrodomésticos,Filial 6,Base líquida,29.93,20,INDISPONIVEL
Eletrodomésticos,Filial 9,Máscara de cílios,99.06,38,INDISPONIVEL
Eletrônicos,Filial 10,Blush em pó,99.77,20,INDISPONIVEL
Eletrodomésticos,Filial 6,Lápis de sobrancelha,42.89,13,INDISPONIVEL
Alimentos,Filial 10,Lápis de sobrancelha,41.04,57,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,80.04,82,INDISPONIVEL
Alimentos,Filial 1,Delineador líquido,67.19,66,INDISPONIVEL
Eletrodomésticos,Filial 6,Máscara de cílios,29.2,47,INDISPONIVEL
Eletrodomésticos,Filial 5,Blush em pó,3.68,23,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,10.61,50,INDISPONIVEL
Roupas,Filial 2,Blush em pó,6.53,88,INDISPONIVEL
Eletrodomésticos,Filial 3,Máscara de cílios,17.15,98,INDISPONIVEL
Eletrônicos,Filial 6,Delineador líquido,50.67,57,INDISPONIVEL
Eletrodomésticos,Filial 8,Pó compacto,85.92,73,INDISPONIVEL
Eletrônicos,Filial 9,Máscara de cílios,80.82,96,INDISPONIVEL
Roupas,Filial 9,Blush em pó,78.83,37,INDISPONIVEL
Eletrodomésticos,Filial 3,Lápis de sobrancelha,31.0,4,INDISPONIVEL
Eletrodomésticos,Filial 5,Blush em pó,39.24,59,INDISPONIVEL
Alimentos,Filial 10,Sombra de olhos,81.1,38,INDISPONIVEL
Eletrodomésticos,Filial 2,Batom matte,30.19,12,INDISPONIVEL
Alimentos,Filial 5,Máscara de cílios,12.52,46,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,32.42,19,INDISPONIVEL
Eletrodomésticos,Filial 4,Batom matte,60.51,93,INDISPONIVEL
Alimentos,Filial 4,Máscara de cílios,82.55,33,INDISPONIVEL
Alimentos,Filial 5,Máscara de cílios,68.61,40,INDISPONIVEL
Eletrodomésticos,Filial 7,Máscara de cílios,53.79,63,INDISPONIVEL
Roupas,Filial 9,Batom líquido,17.67,90,INDISPONIVEL
Eletrônicos,Filial 5,Sombra de olhos,81.78,46,INDISPONIVEL
Eletrônicos,Filial 4,Lápis de sobrancelha,1.65,19,INDISPONIVEL
Roupas,Filial 2,Batom matte,17.48,15,INDISPONIVEL
Roupas,Filial 7,Batom líquido,85.22,35,INDISPONIVEL
Alimentos,Filial 8,Corretivo,63.22,59,INDISPONIVEL
Eletrônicos,Filial 1,Máscara de cílios,78.66,2,INDISPONIVEL
Eletrônicos,Filial 5,Lápis de sobrancelha,25.38,74,INDISPONIVEL
Alimentos,Filial 5,Corretivo,13.72,35,INDISPONIVEL
Roupas,Filial 6,Batom matte,29.64,3,INDISPONIVEL
Eletrônicos,Filial 7,Delineador líquido,92.38,53,INDISPONIVEL
Alimentos,Filial 2,Batom matte,99.34,59,INDISPONIVEL
Eletrônicos,Filial 3,Batom líquido,44.32,29,INDISPONIVEL
Eletrônicos,Filial 4,Máscara de cílios,76.25,71,INDISPONIVEL
Roupas,Filial 6,Lápis de sobrancelha,87.95,1,INDISPONIVEL
Eletrodomésticos,Filial 8,Pó compacto,77.92,81,INDISPONIVEL
Eletrodomésticos,Filial 6,Delineador líquido,85.04,42,INDISPONIVEL
Eletrônicos,Filial 10,Blush em pó,18.28,99,INDISPONIVEL
Eletrônicos,Filial 6,Pó compacto,63.47,2,INDISPONIVEL
Eletrônicos,Filial 9,Batom líquido,92.48,38,INDISPONIVEL
Alimentos,Filial 8,Máscara de cílios,2.49,59,INDISPONIVEL
Eletrônicos,Filial 4,Pó compacto,92.35,64,INDISPONIVEL
Eletrônicos,Filial 2,Batom matte,48.17,34,INDISPONIVEL
Eletrodomésticos,Filial 6,Delineador líquido,32.33,43,INDISPONIVEL
Roupas,Filial 2,Base líquida,29.62,3,INDISPONIVEL
Roupas,Filial 7,Pó compacto,57.36,14,INDISPONIVEL
Roupas,Filial 4,Batom matte,35.71,83,INDISPONIVEL
Roupas,Filial 4,Sombra de olhos,82.51,73,INDISPONIVEL
Roupas,Filial 5,Corretivo,50.87,37,INDISPONIVEL
Eletrodomésticos,Filial 1,Corretivo,76.19,98,INDISPONIVEL
Alimentos,Filial 3,Lápis de sobrancelha,1.14,46,INDISPONIVEL
Eletrodomésticos,Filial 3,Batom matte,40.32,84,INDISPONIVEL
Roupas,Filial 5,Sombra de olhos,9.79,86,INDISPONIVEL
Alimentos,Filial 8,Pó compacto,45.21,43,INDISPONIVEL
Eletrodomésticos,Filial 9,Máscara de cílios,55.48,3,INDISPONIVEL
Alimentos,Filial 9,Sombra de olhos,1.88,31,INDISPONIVEL
Alimentos,Filial 10,Batom líquido,12.01,43,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,10.23,62,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,19.12,90,INDISPONIVEL
Eletrodomésticos,Filial 8,Lápis de sobrancelha,74.8,69,INDISPONIVEL
Eletrodomésticos,Filial 4,Corretivo,20.0,38,INDISPONIVEL
Eletrônicos,Filial 5,Corretivo,44.17,29,INDISPONIVEL
Roupas,Filial 6,Corretivo,40.94,68,INDISPONIVEL
Alimentos,Filial 10,Corretivo,22.56,9,INDISPONIVEL
Eletrônicos,Filial 5,Pó compacto,98.45,20,INDISPONIVEL
Eletrônicos,Filial 3,Blush em pó,10.77,78,INDISPONIVEL
Roupas,Filial 3,Lápis de sobrancelha,49.88,75,INDISPONIVEL
Roupas,Filial 8,Base líquida,68.92,86,INDISPONIVEL
Alimentos,Filial 1,Corretivo,45.51,69,INDISPONIVEL
Eletrodomésticos,Filial 8,Máscara de cílios,74.08,60,INDISPONIVEL
Eletrônicos,Filial 4,Batom matte,60.67,88,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom matte,52.29,40,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,13.96,46,INDISPONIVEL
Alimentos,Filial 1,Sombra de olhos,77.88,76,INDISPONIVEL
Eletrodomésticos,Filial 3,Base líquida,99.96,39,INDISPONIVEL
Alimentos,Filial 3,Sombra de olhos,38.45,17,INDISPONIVEL
Eletrônicos,Filial 6,Delineador líquido,1.21,35,INDISPONIVEL
Roupas,Filial 9,Batom líquido,53.36,5,INDISPONIVEL
Eletrodomésticos,Filial 3,Batom matte,88.24,68,INDISPONIVEL
Roupas,Filial 9,Batom líquido,44.97,59,INDISPONIVEL
Eletrônicos,Filial 9,Base líquida,71.06,13,INDISPONIVEL
Alimentos,Filial 7,Batom matte,69.13,73,INDISPONIVEL
Alimentos,Filial 9,Batom líquido,96.06,6,INDISPONIVEL
Eletrônicos,Filial 5,Lápis de sobrancelha,26.66,6,INDISPONIVEL
Eletrodomésticos,Filial 7,Pó compacto,61.86,37,INDISPONIVEL
Eletrodomésticos,Filial 1,Batom matte,74.64,14,INDISPONIVEL
Roupas,Filial 5,Blush em pó,3.04,96,INDISPONIVEL
Eletrônicos,Filial 9,Blush em pó,63.61,27,INDISPONIVEL
Roupas,Filial 4,Sombra de olhos,38.69,22,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom matte,61.93,37,INDISPONIVEL
Alimentos,Filial 5,Batom líquido,46.42,14,INDISPONIVEL
Eletrodomésticos,Filial 4,Corretivo,81.52,22,INDISPONIVEL
Alimentos,Filial 5,Batom matte,54.9,56,INDISPONIVEL
Eletrodomésticos,Filial 10,Pó compacto,43.59,19,INDISPONIVEL
Eletrônicos,Filial 10,Batom matte,92.65,32,INDISPONIVEL
Eletrodomésticos,Filial 4,Blush em pó,61.9,53,INDISPONIVEL
Eletrônicos,Filial 2,Máscara de cílios,40.49,60,INDISPONIVEL
Roupas,Filial 2,Base líquida,38.1,24,INDISPONIVEL
Eletrônicos,Filial 9,Blush em pó,28.29,68,INDISPONIVEL
Alimentos,Filial 10,Corretivo,10.75,31,INDISPONIVEL
Eletrodomésticos,Filial 5,Base líquida,90.7,43,INDISPONIVEL
Eletrodomésticos,Filial 3,Pó compacto,99.34,81,INDISPONIVEL
Roupas,Filial 2,Pó compacto,69.43,50,INDISPONIVEL
Roupas,Filial 1,Batom matte,58.03,56,INDISPONIVEL
Eletrônicos,Filial 7,Máscara de cílios,14.75,24,INDISPONIVEL
Roupas,Filial 7,Delineador líquido,58.33,45,INDISPONIVEL
Eletrodomésticos,Filial 10,Blush em pó,64.83,97,INDISPONIVEL
Alimentos,Filial 3,Delineador líquido,42.42,91,INDISPONIVEL
Alimentos,Filial 7,Batom matte,81.97,94,INDISPONIVEL
Roupas,Filial 5,Batom matte,86.66,28,INDISPONIVEL
Alimentos,Filial 5,Delineador líquido,79.66,9,INDISPONIVEL
Eletrônicos,Filial 3,Sombra de olhos,24.35,30,INDISPONIVEL
Alimentos,Filial 4,Batom matte,8.29,23,INDISPONIVEL
Eletrodomésticos,Filial 4,Lápis de sobrancelha,42.03,4,INDISPONIVEL
Eletrônicos,Filial 10,Delineador líquido,49.41,89,INDISPONIVEL
Alimentos,Filial 3,Blush em pó,94.72,97,INDISPONIVEL
Alimentos,Filial 7,Blush em pó,43.0,67,INDISPONIVEL
Eletrônicos,Filial 5,Base líquida,66.27,19,INDISPONIVEL
Eletrônicos,Filial 9,Batom matte,25.9,56,INDISPONIVEL
Eletrodomésticos,Filial 4,Corretivo,60.08,8,INDISPONIVEL
Eletrodomésticos,Filial 1,Lápis de sobrancelha,52.17,36,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,16.67,5,INDISPONIVEL
Alimentos,Filial 5,Corretivo,30.27,10,INDISPONIVEL
Eletrodomésticos,Filial 3,Base líquida,16.56,50,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,22.3,68,INDISPONIVEL
Roupas,Filial 3,Delineador líquido,38.17,83,INDISPONIVEL
Eletrodomésticos,Filial 8,Pó compacto,51.62,8,INDISPONIVEL
Eletrônicos,Filial 5,Batom matte,55.29,8,INDISPONIVEL
Eletrodomésticos,Filial 2,Máscara de cílios,70.51,100,INDISPONIVEL
Eletrônicos,Filial 8,Batom líquido,91.7,41,INDISPONIVEL
Alimentos,Filial 10,Delineador líquido,84.86,12,INDISPONIVEL
Alimentos,Filial 3,Lápis de sobrancelha,45.5,29,INDISPONIVEL
Eletrônicos,Filial 2,Lápis de sobrancelha,29.63,66,INDISPONIVEL
Roupas,Filial 2,Blush em pó,48.53,91,INDISPONIVEL
Eletrodomésticos,Filial 7,Máscara de cílios,30.66,72,INDISPONIVEL
Alimentos,Filial 2,Sombra de olhos,47.97,57,INDISPONIVEL
Eletrônicos,Filial 7,Pó compacto,82.1,24,INDISPONIVEL
Eletrônicos,Filial 4,Batom líquido,45.59,92,INDISPONIVEL
Alimentos,Filial 6,Lápis de sobrancelha,97.78,9,INDISPONIVEL
Eletrodomésticos,Filial 7,Blush em pó,25.38,42,INDISPONIVEL
Alimentos,Filial 4,Batom líquido,61.49,18,INDISPONIVEL
Eletrodomésticos,Filial 10,Sombra de olhos,47.31,84,INDISPONIVEL
Eletrônicos,Filial 7,Corretivo,93.91,26,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,7.79,68,INDISPONIVEL
Alimentos,Filial 6,Máscara de cílios,54.57,6,INDISPONIVEL
Eletrônicos,Filial 7,Batom matte,48.55,9,INDISPONIVEL
Eletrônicos,Filial 4,Batom líquido,5.57,94,INDISPONIVEL
Roupas,Filial 9,Sombra de olhos,6.33,53,INDISPONIVEL
Roupas,Filial 7,Corretivo,5.69,98,INDISPONIVEL
Alimentos,Filial 5,Máscara de cílios,21.86,4,INDISPONIVEL
Alimentos,Filial 1,Lápis de sobrancelha,6.28,64,INDISPONIVEL
Alimentos,Filial 8,Batom líquido,55.14,60,INDISPONIVEL
Eletrônicos,Filial 4,Blush em pó,10.48,77,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,48.27,62,INDISPONIVEL
Alimentos,Filial 5,Blush em pó,31.39,11,INDISPONIVEL
Roupas,Filial 3,Pó compacto,94.63,21,INDISPONIVEL
Eletrodomésticos,Filial 7,Lápis de sobrancelha,36.16,36,INDISPONIVEL
Eletrônicos,Filial 1,Batom líquido,88.47,32,INDISPONIVEL
Alimentos,Filial 6,Base líquida,6.78,17,INDISPONIVEL
Eletrodomésticos,Filial 8,Blush em pó,88.93,42,INDISPONIVEL
Alimentos,Filial 8,Base líquida,32.26,82,INDISPONIVEL
Eletrônicos,Filial 5,Pó compacto,35.34,55,INDISPONIVEL
Roupas,Filial 9,Blush em pó,47.47,39,INDISPONIVEL
Eletrônicos,Filial 6,Blush em pó,41.06,72,INDISPONIVEL
Alimentos,Filial 10,Delineador líquido,17.61,22,INDISPONIVEL
Eletrônicos,Filial 4,Pó compacto,91.45,86,INDISPONIVEL
Eletrônicos,Filial 9,Sombra de olhos,12.99,94,INDISPONIVEL
Roupas,Filial 7,Base líquida,69.22,70,INDISPONIVEL
Eletrônicos,Filial 1,Delineador líquido,54.71,20,INDISPONIVEL
Eletrodomésticos,Filial 2,Máscara de cílios,59.27,72,INDISPONIVEL
Alimentos,Filial 10,Delineador líquido,69.28,58,INDISPONIVEL
Eletrodomésticos,Filial 5,Máscara de cílios,39.2,66,INDISPONIVEL
Roupas,Filial 6,Batom líquido,44.7,81,INDISPONIVEL
Eletrodomésticos,Filial 4,Base líquida,20.2,58,INDISPONIVEL
Eletrônicos,Filial 1,Máscara de cílios,13.9,18,INDISPONIVEL
Eletrônicos,Filial 3,Blush em pó,72.86,66,INDISPONIVEL
Eletrônicos,Filial 4,Batom líquido,48.96,31,INDISPONIVEL
Eletrônicos,Filial 3,Batom líquido,16.68,66,INDISPONIVEL
Roupas,Filial 1,Batom matte,51.34,96,INDISPONIVEL
Eletrônicos,Filial 7,Sombra de olhos,7.49,41,INDISPONIVEL
Eletrodomésticos,Filial 5,Pó compacto,42.18,63,INDISPONIVEL
Alimentos,Filial 5,Lápis de sobrancelha,29.13,63,INDISPONIVEL
Eletrônicos,Filial 1,Delineador líquido,95.78,5,INDISPONIVEL
Eletrônicos,Filial 6,Batom matte,64.39,5,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,18.68,70,INDISPONIVEL
Roupas,Filial 2,Pó compacto,58.98,66,INDISPONIVEL
Alimentos,Filial 5,Sombra de olhos,54.18,55,INDISPONIVEL
Roupas,Filial 5,Delineador líquido,76.28,68,INDISPONIVEL
Eletrodomésticos,Filial 8,Blush em pó,71.76,54,INDISPONIVEL
Eletrônicos,Filial 5,Sombra de olhos,71.34,94,INDISPONIVEL
Eletrodomésticos,Filial 3,Corretivo,9.37,79,INDISPONIVEL
Eletrodomésticos,Filial 2,Lápis de sobrancelha,26.14,34,INDISPONIVEL
Eletrônicos,Filial 10,Blush em pó,50.71,24,INDISPONIVEL
Eletrodomésticos,Filial 9,Lápis de sobrancelha,92.89,85,INDISPONIVEL
Eletrônicos,Filial 1,Sombra de olhos,6.17,31,INDISPONIVEL
Alimentos,Filial 9,Batom líquido,36.17,83,INDISPONIVEL
Eletrodomésticos,Filial 3,Máscara de cílios,26.5,41,INDISPONIVEL
Alimentos,Filial 5,Corretivo,28.47,74,INDISPONIVEL
Roupas,Filial 9,Corretivo,97.14,45,INDISPONIVEL
Roupas,Filial 5,Delineador líquido,74.64,74,INDISPONIVEL
Eletrodomésticos,Filial 10,Corretivo,76.1,22,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,13.91,26,INDISPONIVEL
Eletrônicos,Filial 10,Pó compacto,28.38,76,INDISPONIVEL
Eletrodomésticos,Filial 5,Blush em pó,84.97,9,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,28.06,46,INDISPONIVEL
Eletrodomésticos,Filial 4,Máscara de cílios,82.73,82,INDISPONIVEL
Eletrônicos,Filial 9,Blush em pó,30.62,48,INDISPONIVEL
Roupas,Filial 7,Máscara de cílios,96.83,4,INDISPONIVEL
Roupas,Filial 3,Batom matte,25.44,57,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,13.9,95,INDISPONIVEL
Roupas,Filial 3,Sombra de olhos,75.2,73,INDISPONIVEL
Roupas,Filial 5,Delineador líquido,73.91,83,INDISPONIVEL
Roupas,Filial 6,Batom matte,90.77,70,INDISPONIVEL
Eletrônicos,Filial 2,Blush em pó,78.41,34,INDISPONIVEL
Eletrônicos,Filial 3,Batom matte,96.68,51,INDISPONIVEL
Alimentos,Filial 1,Sombra de olhos,93.44,23,INDISPONIVEL
Eletrodomésticos,Filial 8,Máscara de cílios,55.11,20,INDISPONIVEL
Eletrônicos,Filial 6,Máscara de cílios,86.45,28,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,75.96,26,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,22.55,44,INDISPONIVEL
Roupas,Filial 7,Blush em pó,81.8,1,INDISPONIVEL
Alimentos,Filial 2,Sombra de olhos,16.86,29,INDISPONIVEL
Roupas,Filial 1,Máscara de cílios,40.61,3,INDISPONIVEL
Eletrodomésticos,Filial 6,Base líquida,32.58,60,INDISPONIVEL
Alimentos,Filial 5,Pó compacto,56.54,75,INDISPONIVEL
Alimentos,Filial 8,Blush em pó,3.79,96,INDISPONIVEL
Roupas,Filial 3,Blush em pó,82.77,39,INDISPONIVEL
Eletrodomésticos,Filial 3,Máscara de cílios,38.17,11,INDISPONIVEL
Eletrodomésticos,Filial 3,Base líquida,41.7,83,INDISPONIVEL
Eletrônicos,Filial 1,Sombra de olhos,26.45,98,INDISPONIVEL
Eletrônicos,Filial 6,Lápis de sobrancelha,25.54,38,INDISPONIVEL
Roupas,Filial 8,Pó compacto,6.37,93,INDISPONIVEL
Eletrodomésticos,Filial 10,Batom matte,23.32,73,INDISPONIVEL
Eletrônicos,Filial 5,Batom matte,39.23,76,INDISPONIVEL
Alimentos,Filial 10,Lápis de sobrancelha,42.01,69,INDISPONIVEL
Roupas,Filial 2,Máscara de cílios,58.12,97,INDISPONIVEL
Eletrônicos,Filial 8,Batom matte,36.35,66,INDISPONIVEL
Alimentos,Filial 1,Pó compacto,98.51,39,INDISPONIVEL
Roupas,Filial 1,Lápis de sobrancelha,44.01,84,INDISPONIVEL
Eletrodomésticos,Filial 2,Blush em pó,45.12,3,INDISPONIVEL
Eletrônicos,Filial 5,Batom líquido,87.08,68,INDISPONIVEL
Roupas,Filial 3,Blush em pó,11.82,95,INDISPONIVEL
Alimentos,Filial 3,Blush em pó,40.0,81,INDISPONIVEL
Eletrônicos,Filial 9,Sombra de olhos,44.04,26,INDISPONIVEL
